"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO Total Municipio Segundo Trimestre 2022","Promedio"
"Fajardo","53","Total Municipio Segundo Trimestre 2022 ","","517","9656","65918464","6826"
"Fajardo","53","Agricultura, Bosque, Pesca y Caza","11","5","8","21841","2730"
"Fajardo","53","Mineria","21","1","*","*","*"
"Fajardo","53","Electricidad, Agua y Gas ","22","2","*","*","*"
"Fajardo","53","Construcción ","23","9","13","75366","5797"
"Fajardo","53","Manufactura","31-33","20","1369","11453442","8366"
"Fajardo","53","Alimentos","311","6","38","163282","4260"
"Fajardo","53","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Fajardo","53","Textiles ","313","0","0","0","0"
"Fajardo","53","Productos Textiles Excepto Ropa","314","1","*","*","*"
"Fajardo","53","Ropa ","315","0","0","0","0"
"Fajardo","53","Cuero y Productos Relacionados ","316","0","0","0","0"
"Fajardo","53","Productos de Madera","321","0","0","0","0"
"Fajardo","53","Papel","322","0","0","0","0"
"Fajardo","53","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"Fajardo","53","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Fajardo","53","Productos Químicos ","325","1","*","*","*"
"Fajardo","53","Productos de Goma y Plásticos","326","2","*","*","*"
"Fajardo","53","Productos Minerales no Metálicos ","327","0","0","0","0"
"Fajardo","53","Industrias de Materiales Primarios ","331","0","0","0","0"
"Fajardo","53","Productos de Metal ","332","3","*","*","*"
"Fajardo","53","Maquinaria ","333","2","*","*","*"
"Fajardo","53","Computadora y Productos Electrónicos","334","1","*","*","*"
"Fajardo","53","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Fajardo","53","Equipo de Transportación ","336","1","*","*","*"
"Fajardo","53","Muebles y Productos Relacionados ","337","0","0","0","0"
"Fajardo","53","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Fajardo","53","Comercio al por Mayor","42","11","48","301251","6276"
"Fajardo","53","Comercio al Detal","44-45","101","1768","11162028","6315"
"Fajardo","53","Transportación y Almacenamiento ","48-49","11","166","1375349","8285"
"Fajardo","53","Información","51","7","114","723776","6349"
"Fajardo","53","Finanzas y Seguros ","52","15","186","1552384","8331"
"Fajardo","53","Bienes Raíces, Renta o Arrendamiento ","53","24","93","661862","7117"
"Fajardo","53","Servicios Profesionales y Técnicos ","54","34","103","688967","6689"
"Fajardo","53","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Fajardo","53","Servicios Adm. y Desperdicios Sólidos","56","20","180","848516","4723"
"Fajardo","53","Servicios Educativos ","61","16","876 ","5702831 ","6508 "
"Fajardo","53","Servicios de Salud y Asistencia Social ","62","86","1051","7144323","6798"
"Fajardo","53","Arte, Entretenimiento y Recreación ","71","14","223","2208257","9902"
"Fajardo","53","Alojamiento y Servicios de Alimentos ","72","76","1666","8507784","5107"
"Fajardo","53","Otros Servicios Excepto Adm. Pública ","81","46","186","1098868","5918"
"Fajardo","53","Administración Pública ","92","19","1424 ","10221320 ","7178 "
"Fajardo","53","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Florida","54","Total Municipio Segundo Trimestre 2022 ","","63","1072","5672720","5292"
"Florida","54","Agricultura, Bosque, Pesca y Caza","11","3","5","11265","2253"
"Florida","54","Mineria","21","0","0","0","0"
"Florida","54","Electricidad, Agua y Gas ","22","0","0","0","0"
"Florida","54","Construcción ","23","5","151","856830","5674"
"Florida","54","Manufactura","31-33","7","28","191360","6834"
"Florida","54","Alimentos","311","2","*","*","*"
"Florida","54","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Florida","54","Textiles ","313","0","0","0","0"
"Florida","54","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Florida","54","Ropa ","315","0","0","0","0"
"Florida","54","Cuero y Productos Relacionados ","316","0","0","0","0"
"Florida","54","Productos de Madera","321","0","0","0","0"
"Florida","54","Papel","322","0","0","0","0"
"Florida","54","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Florida","54","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Florida","54","Productos Químicos ","325","0","0","0","0"
"Florida","54","Productos de Goma y Plásticos","326","1","*","*","*"
"Florida","54","Productos Minerales no Metálicos ","327","0","0","0","0"
"Florida","54","Industrias de Materiales Primarios ","331","0","0","0","0"
"Florida","54","Productos de Metal ","332","1","*","*","*"
"Florida","54","Maquinaria ","333","1","*","*","*"
"Florida","54","Computadora y Productos Electrónicos","334","0","0","0","0"
"Florida","54","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Florida","54","Equipo de Transportación ","336","1","*","*","*"
"Florida","54","Muebles y Productos Relacionados ","337","0","0","0","0"
"Florida","54","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Florida","54","Comercio al por Mayor","42","3","*","*","*"
"Florida","54","Comercio al Detal","44-45","14","74","296301","3986"
"Florida","54","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Florida","54","Información","51","0","0","0","0"
"Florida","54","Finanzas y Seguros ","52","3","*","*","*"
"Florida","54","Bienes Raíces, Renta o Arrendamiento ","53","1","*","*","*"
"Florida","54","Servicios Profesionales y Técnicos ","54","2","*","*","*"
"Florida","54","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Florida","54","Servicios Adm. y Desperdicios Sólidos","56","0","0","0","0"
"Florida","54","Servicios Educativos ","61","2","238 ","1644109 ","6908 "
"Florida","54","Servicios de Salud y Asistencia Social ","62","7","86","434483","5033"
"Florida","54","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"Florida","54","Alojamiento y Servicios de Alimentos ","72","4","18","35225","1957"
"Florida","54","Otros Servicios Excepto Adm. Pública ","81","0","0","0","0"
"Florida","54","Administración Pública ","92","8","346 ","1402090 ","4056 "
"Florida","54","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Guánica","55","Total Municipio Segundo Trimestre 2022 ","","107","2826","12399885","4388"
"Guánica","55","Agricultura, Bosque, Pesca y Caza","11","10","126","412328","3272"
"Guánica","55","Mineria","21","0","0","0","0"
"Guánica","55","Electricidad, Agua y Gas ","22","1","*","*","*"
"Guánica","55","Construcción ","23","4","*","*","*"
"Guánica","55","Manufactura","31-33","6","*","*","*"
"Guánica","55","Alimentos","311","4","24","73762","3073"
"Guánica","55","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Guánica","55","Textiles ","313","0","0","0","0"
"Guánica","55","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Guánica","55","Ropa ","315","1","*","*","*"
"Guánica","55","Cuero y Productos Relacionados ","316","0","0","0","0"
"Guánica","55","Productos de Madera","321","0","0","0","0"
"Guánica","55","Papel","322","0","0","0","0"
"Guánica","55","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Guánica","55","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Guánica","55","Productos Químicos ","325","0","0","0","0"
"Guánica","55","Productos de Goma y Plásticos","326","0","0","0","0"
"Guánica","55","Productos Minerales no Metálicos ","327","0","0","0","0"
"Guánica","55","Industrias de Materiales Primarios ","331","0","0","0","0"
"Guánica","55","Productos de Metal ","332","0","0","0","0"
"Guánica","55","Maquinaria ","333","0","0","0","0"
"Guánica","55","Computadora y Productos Electrónicos","334","0","0","0","0"
"Guánica","55","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Guánica","55","Equipo de Transportación ","336","0","0","0","0"
"Guánica","55","Muebles y Productos Relacionados ","337","0","0","0","0"
"Guánica","55","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Guánica","55","Comercio al por Mayor","42","4","21","111779","5323"
"Guánica","55","Comercio al Detal","44-45","20","215","882273","4097"
"Guánica","55","Transportación y Almacenamiento ","48-49","5","12","35309","2942"
"Guánica","55","Información","51","0","0","0","0"
"Guánica","55","Finanzas y Seguros ","52","1","*","*","*"
"Guánica","55","Bienes Raíces, Renta o Arrendamiento ","53","3","22","66492","3022"
"Guánica","55","Servicios Profesionales y Técnicos ","54","4","29","241465","8232"
"Guánica","55","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Guánica","55","Servicios Adm. y Desperdicios Sólidos","56","2","*","*","*"
"Guánica","55","Servicios Educativos ","61","1","233 ","1650964 ","7086 "
"Guánica","55","Servicios de Salud y Asistencia Social ","62","17","123","851564","6942"
"Guánica","55","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Guánica","55","Alojamiento y Servicios de Alimentos ","72","14","332","1426438","4292"
"Guánica","55","Otros Servicios Excepto Adm. Pública ","81","6","12","52868","4406"
"Guánica","55","Administración Pública ","92","9","391 ","1839096 ","4708 "
"Guánica","55","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Guayama","57","Total Municipio Segundo Trimestre 2022 ","","481","9490","59712323","6292"
"Guayama","57","Agricultura, Bosque, Pesca y Caza","11","6","14","47869","3419"
"Guayama","57","Mineria","21","0","0","0","0"
"Guayama","57","Electricidad, Agua y Gas ","22","5","317","4451012","14026"
"Guayama","57","Construcción ","23","25","167","764455","4578"
"Guayama","57","Manufactura","31-33","15","681","8023497","11782"
"Guayama","57","Alimentos","311","4","76","346292","4537"
"Guayama","57","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Guayama","57","Textiles ","313","0","0","0","0"
"Guayama","57","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Guayama","57","Ropa ","315","0","0","0","0"
"Guayama","57","Cuero y Productos Relacionados ","316","0","0","0","0"
"Guayama","57","Productos de Madera","321","0","0","0","0"
"Guayama","57","Papel","322","0","0","0","0"
"Guayama","57","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"Guayama","57","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Guayama","57","Productos Químicos ","325","4","*","*","*"
"Guayama","57","Productos de Goma y Plásticos","326","1","*","*","*"
"Guayama","57","Productos Minerales no Metálicos ","327","0","0","0","0"
"Guayama","57","Industrias de Materiales Primarios ","331","0","0","0","0"
"Guayama","57","Productos de Metal ","332","1","*","*","*"
"Guayama","57","Maquinaria ","333","0","0","0","0"
"Guayama","57","Computadora y Productos Electrónicos","334","0","0","0","0"
"Guayama","57","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Guayama","57","Equipo de Transportación ","336","0","0","0","0"
"Guayama","57","Muebles y Productos Relacionados ","337","1","*","*","*"
"Guayama","57","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Guayama","57","Comercio al por Mayor","42","10","42","314355","7426"
"Guayama","57","Comercio al Detal","44-45","121","1563","7523836","4813"
"Guayama","57","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Guayama","57","Información","51","6","51","475979","9272"
"Guayama","57","Finanzas y Seguros ","52","15","141","1247433","8847"
"Guayama","57","Bienes Raíces, Renta o Arrendamiento ","53","10","42","218024","5150"
"Guayama","57","Servicios Profesionales y Técnicos ","54","29","71","477862","6762"
"Guayama","57","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Guayama","57","Servicios Adm. y Desperdicios Sólidos","56","17","1577","6090615","3862"
"Guayama","57","Servicios Educativos ","61","12","1052 ","6724188 ","6394 "
"Guayama","57","Servicios de Salud y Asistencia Social ","62","89","520","3259281","6264"
"Guayama","57","Arte, Entretenimiento y Recreación ","71","5","14","66417","4860"
"Guayama","57","Alojamiento y Servicios de Alimentos ","72","62","732","2353671","3217"
"Guayama","57","Otros Servicios Excepto Adm. Pública ","81","23","99","376984","3808"
"Guayama","57","Administración Pública ","92","28","2374 ","16752450 ","7057 "
"Guayama","57","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Guayanilla","59","Total Municipio Segundo Trimestre 2022 ","","130","2353","14007183","5953"
"Guayanilla","59","Agricultura, Bosque, Pesca y Caza","11","15","*","*","*"
"Guayanilla","59","Mineria","21","0","0","0","0"
"Guayanilla","59","Electricidad, Agua y Gas ","22","2","*","*","*"
"Guayanilla","59","Construcción ","23","9","76","429041","5670"
"Guayanilla","59","Manufactura","31-33","8","392","2859894","7289"
"Guayanilla","59","Alimentos","311","3","29","59249","2043"
"Guayanilla","59","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Guayanilla","59","Textiles ","313","0","0","0","0"
"Guayanilla","59","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Guayanilla","59","Ropa ","315","0","0","0","0"
"Guayanilla","59","Cuero y Productos Relacionados ","316","0","0","0","0"
"Guayanilla","59","Productos de Madera","321","1","*","*","*"
"Guayanilla","59","Papel","322","0","0","0","0"
"Guayanilla","59","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Guayanilla","59","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Guayanilla","59","Productos Químicos ","325","2","*","*","*"
"Guayanilla","59","Productos de Goma y Plásticos","326","0","0","0","0"
"Guayanilla","59","Productos Minerales no Metálicos ","327","1","*","*","*"
"Guayanilla","59","Industrias de Materiales Primarios ","331","0","0","0","0"
"Guayanilla","59","Productos de Metal ","332","0","0","0","0"
"Guayanilla","59","Maquinaria ","333","0","0","0","0"
"Guayanilla","59","Computadora y Productos Electrónicos","334","0","0","0","0"
"Guayanilla","59","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Guayanilla","59","Equipo de Transportación ","336","0","0","0","0"
"Guayanilla","59","Muebles y Productos Relacionados ","337","0","0","0","0"
"Guayanilla","59","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Guayanilla","59","Comercio al por Mayor","42","0","0","0","0"
"Guayanilla","59","Comercio al Detal","44-45","20","104","459862","4422"
"Guayanilla","59","Transportación y Almacenamiento ","48-49","6","*","*","*"
"Guayanilla","59","Información","51","1","*","*","*"
"Guayanilla","59","Finanzas y Seguros ","52","4","43","252632","5830"
"Guayanilla","59","Bienes Raíces, Renta o Arrendamiento ","53","3","7","31160","4249"
"Guayanilla","59","Servicios Profesionales y Técnicos ","54","5","21","191216","8963"
"Guayanilla","59","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Guayanilla","59","Servicios Adm. y Desperdicios Sólidos","56","3","*","*","*"
"Guayanilla","59","Servicios Educativos ","61","2","279 ","2050160 ","7339 "
"Guayanilla","59","Servicios de Salud y Asistencia Social ","62","19","79","483333","6144"
"Guayanilla","59","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Guayanilla","59","Alojamiento y Servicios de Alimentos ","72","19","353","1211653","3432"
"Guayanilla","59","Otros Servicios Excepto Adm. Pública ","81","5","7","19354","2765"
"Guayanilla","59","Administración Pública ","92","9","390 ","1723135 ","4418 "
"Guayanilla","59","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Guaynabo","61","Total Municipio Segundo Trimestre 2022 ","","2582","54229","522995508","9644"
"Guaynabo","61","Agricultura, Bosque, Pesca y Caza","11","7","57","371261","6552"
"Guaynabo","61","Mineria","21","4","*","*","*"
"Guaynabo","61","Electricidad, Agua y Gas ","22","2","*","*","*"
"Guaynabo","61","Construcción ","23","131","2444","19637176","8034"
"Guaynabo","61","Manufactura","31-33","70","2208","26900317","12185"
"Guaynabo","61","Alimentos","311","25","810","7077988","8735"
"Guaynabo","61","Productos de Tabaco y Bebidas","312","3","*","*","*"
"Guaynabo","61","Textiles ","313","0","0","0","0"
"Guaynabo","61","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Guaynabo","61","Ropa ","315","1","*","*","*"
"Guaynabo","61","Cuero y Productos Relacionados ","316","0","0","0","0"
"Guaynabo","61","Productos de Madera","321","0","0","0","0"
"Guaynabo","61","Papel","322","3","393","4692746","11941"
"Guaynabo","61","Imprenta e Industrias Relacionadas ","323","4","35","207463","5928"
"Guaynabo","61","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Guaynabo","61","Productos Químicos ","325","10","281","5243030","18636"
