MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
Culebra,49,Productos de Madera                      ,321,0, -   , -   , -   
Culebra,49,Papel                                    ,322,0, -   , -   , -   
Culebra,49,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Culebra,49,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Culebra,49,Productos Químicos                       ,325,0, -   , -   , -   
Culebra,49,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Culebra,49,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Culebra,49,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Culebra,49,Productos de Metal                       ,332,0, -   , -   , -   
Culebra,49,Maquinaria                               ,333,0, -   , -   , -   
Culebra,49,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Culebra,49,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Culebra,49,Equipo de Transportación                 ,336,0, -   , -   , -   
Culebra,49,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Culebra,49,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Culebra,49,Comercio al por Mayor                    ,42,0, -   , -   , -   
Culebra,49,Comercio al Detal                        ,44-45,9, 26 ," 132,797 "," 5,174 "
Culebra,49,Transportación y Almacenamiento           ,48-49,5, 18 ," 205,554 "," 11,212 "
Culebra,49,Información                              ,51,2, * , * , * 
Culebra,49,Finanzas y Seguros                       ,52,1, * , * , * 
Culebra,49,"Bienes Raíces, Renta o Arrendamiento     ",53,7, 48 ," 244,495 "," 5,059 "
Culebra,49,Servicios Profesionales y Técnicos       ,54,3, 3 ," 29,300 "," 9,767 "
Culebra,49,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Culebra,49,Servicios Adm. y Desperdicios Sólidos    ,56,1, * , * , * 
Culebra,49,Servicios Educativos                     ,61,3, 26 ," 160,055 "," 6,156 "
Culebra,49,Servicios de Salud y Asistencia Social   ,62,1, * , * , * 
Culebra,49,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Culebra,49,Alojamiento y Servicios de Alimentos     ,72,11, 86 ," 405,230 "," 4,730 "
Culebra,49,Otros Servicios Excepto Adm. Pública     ,81,1, * , * , * 
Culebra,49,Administración Pública                   ,92,10, 187 ," 939,715 "," 5,034 "
Culebra,49,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Dorado,51,Total Municipio Tercer Trimestre 2021 ,,621," 9,781 "," 71,016,548 "," 7,260 "
Dorado,51,"Agricultura, Bosque, Pesca y Caza        ",11,6, 96 ," 408,280 "," 4,268 "
Dorado,51,Mineria                                  ,21,0, -   , -   , -   
Dorado,51,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Dorado,51,Construcción                             ,23,27, 710 ," 4,967,662 "," 7,000 "
Dorado,51,Manufactura                              ,31-33,19," 1,346 "," 14,673,266 "," 10,899 "
Dorado,51,Alimentos                                ,311,4, 63 ," 266,214 "," 4,226 "
Dorado,51,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Dorado,51,Textiles                                 ,313,0, -   , -   , -   
Dorado,51,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Dorado,51,Ropa                                     ,315,0, -   , -   , -   
Dorado,51,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Dorado,51,Productos de Madera                      ,321,1, * , * , * 
Dorado,51,Papel                                    ,322,0, -   , -   , -   
Dorado,51,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Dorado,51,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Dorado,51,Productos Químicos                       ,325,2, * , * , * 
Dorado,51,Productos de Goma y Plásticos            ,326,2, * , * , * 
Dorado,51,Productos Minerales no Metálicos         ,327,3, 121 ," 1,487,799 "," 12,330 "
Dorado,51,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Dorado,51,Productos de Metal                       ,332,0, -   , -   , -   
Dorado,51,Maquinaria                               ,333,2, * , * , * 
Dorado,51,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Dorado,51,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Dorado,51,Equipo de Transportación                 ,336,0, -   , -   , -   
Dorado,51,Muebles y Productos Relacionados         ,337,1, * , * , * 
Dorado,51,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Dorado,51,Comercio al por Mayor                    ,42,20, 768 ," 4,165,645 "," 5,422 "
Dorado,51,Comercio al Detal                        ,44-45,84," 1,105 "," 6,147,536 "," 5,565 "
Dorado,51,Transportación y Almacenamiento           ,48-49,8, 85 ," 774,162 "," 9,108 "
Dorado,51,Información                              ,51,6, 36 ," 155,671 "," 4,324 "
Dorado,51,Finanzas y Seguros                       ,52,26, 110 ," 1,627,849 "," 14,844 "
Dorado,51,"Bienes Raíces, Renta o Arrendamiento     ",53,25, 92 ," 903,872 "," 9,825 "
Dorado,51,Servicios Profesionales y Técnicos       ,54,136, 536 ," 7,244,219 "," 13,515 "
Dorado,51,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Dorado,51,Servicios Adm. y Desperdicios Sólidos    ,56,29," 1,102 "," 9,486,207 "," 8,608 "
Dorado,51,Servicios Educativos                     ,61,9, 622 ," 4,365,803 "," 7,023 "
Dorado,51,Servicios de Salud y Asistencia Social   ,62,80, 346 ," 2,333,639 "," 6,745 "
Dorado,51,"Arte, Entretenimiento y Recreación       ",71,7, 63 ," 279,483 "," 4,413 "
Dorado,51,Alojamiento y Servicios de Alimentos     ,72,72," 1,851 "," 8,792,585 "," 4,750 "
Dorado,51,Otros Servicios Excepto Adm. Pública     ,81,51, 185 ," 1,003,666 "," 5,435 "
Dorado,51,Administración Pública                   ,92,12, 721 ," 3,633,755 "," 5,040 "
Dorado,51,Otros (Establecimientos no Clasificados) ,99,2, * , * , * 
Fajardo,53,Total Municipio Tercer Trimestre 2021 ,,518," 9,602 "," 65,465,417 "," 6,818 "
Fajardo,53,"Agricultura, Bosque, Pesca y Caza        ",11,6, 13 ," 22,821 "," 1,755 "
Fajardo,53,Mineria                                  ,21,1, * , * , * 
Fajardo,53,"Electricidad, Agua y Gas                 ",22,3, 140 ," 1,611,888 "," 11,541 "
Fajardo,53,Construcción                             ,23,8, 13 ," 66,257 "," 5,097 "
Fajardo,53,Manufactura                              ,31-33,17," 1,480 "," 12,986,140 "," 8,776 "
Fajardo,53,Alimentos                                ,311,6, 47 ," 171,471 "," 3,648 "
Fajardo,53,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Fajardo,53,Textiles                                 ,313,0, -   , -   , -   
Fajardo,53,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Fajardo,53,Ropa                                     ,315,0, -   , -   , -   
Fajardo,53,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Fajardo,53,Productos de Madera                      ,321,0, -   , -   , -   
Fajardo,53,Papel                                    ,322,0, -   , -   , -   
Fajardo,53,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Fajardo,53,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Fajardo,53,Productos Químicos                       ,325,1, * , * , * 
Fajardo,53,Productos de Goma y Plásticos            ,326,2, * , * , * 
Fajardo,53,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Fajardo,53,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Fajardo,53,Productos de Metal                       ,332,1, * , * , * 
Fajardo,53,Maquinaria                               ,333,2, * , * , * 
Fajardo,53,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Fajardo,53,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Fajardo,53,Equipo de Transportación                 ,336,1, * , * , * 
Fajardo,53,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Fajardo,53,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Fajardo,53,Comercio al por Mayor                    ,42,8, 26 ," 163,748 "," 6,298 "
Fajardo,53,Comercio al Detal                        ,44-45,102," 1,757 "," 10,424,572 "," 5,932 "
Fajardo,53,Transportación y Almacenamiento           ,48-49,12, 338 ," 3,531,131 "," 10,447 "
Fajardo,53,Información                              ,51,8, 116 ," 859,298 "," 7,429 "
Fajardo,53,Finanzas y Seguros                       ,52,15, 184 ," 1,598,363 "," 8,671 "
Fajardo,53,"Bienes Raíces, Renta o Arrendamiento     ",53,24, 94 ," 668,081 "," 7,107 "
Fajardo,53,Servicios Profesionales y Técnicos       ,54,36, 85 ," 655,232 "," 7,739 "
Fajardo,53,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Fajardo,53,Servicios Adm. y Desperdicios Sólidos    ,56,21, 222 ," 1,110,594 "," 5,003 "
Fajardo,53,Servicios Educativos                     ,61,16, 812 ," 4,814,427 "," 5,927 "
Fajardo,53,Servicios de Salud y Asistencia Social   ,62,86, 981 ," 6,589,138 "," 6,717 "
Fajardo,53,"Arte, Entretenimiento y Recreación       ",71,14, 212 ," 1,708,083 "," 8,057 "
Fajardo,53,Alojamiento y Servicios de Alimentos     ,72,73," 1,421 "," 6,068,255 "," 4,270 "
Fajardo,53,Otros Servicios Excepto Adm. Pública     ,81,47, 209 ," 1,209,826 "," 5,779 "
Fajardo,53,Administración Pública                   ,92,20," 1,493 "," 11,341,103 "," 7,598 "
Fajardo,53,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Florida,54,Total Municipio Tercer Trimestre 2021 ,,59," 1,031 "," 5,161,977 "," 5,007 "
Florida,54,"Agricultura, Bosque, Pesca y Caza        ",11,3, 4 ," 10,918 "," 2,730 "
Florida,54,Mineria                                  ,21,0, -   , -   , -   
Florida,54,"Electricidad, Agua y Gas                 ",22,0, -   , -   , -   
Florida,54,Construcción                             ,23,5, 192 ," 776,609 "," 4,052 "
Florida,54,Manufactura                              ,31-33,5, 55 ," 275,538 "," 4,980 "
Florida,54,Alimentos                                ,311,2, * , * , * 
Florida,54,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Florida,54,Textiles                                 ,313,0, -   , -   , -   
Florida,54,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Florida,54,Ropa                                     ,315,0, -   , -   , -   
Florida,54,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Florida,54,Productos de Madera                      ,321,0, -   , -   , -   
Florida,54,Papel                                    ,322,0, -   , -   , -   
Florida,54,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Florida,54,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Florida,54,Productos Químicos                       ,325,0, -   , -   , -   
Florida,54,Productos de Goma y Plásticos            ,326,1, * , * , * 
Florida,54,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Florida,54,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Florida,54,Productos de Metal                       ,332,1, * , * , * 
Florida,54,Maquinaria                               ,333,0, -   , -   , -   
Florida,54,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Florida,54,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Florida,54,Equipo de Transportación                 ,336,0, -   , -   , -   
Florida,54,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Florida,54,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Florida,54,Comercio al por Mayor                    ,42,3, 13 ," 148,963 "," 11,459 "
Florida,54,Comercio al Detal                        ,44-45,14, 69 ," 235,716 "," 3,433 "
Florida,54,Transportación y Almacenamiento           ,48-49,3, 22 ," 182,772 "," 8,308 "
Florida,54,Información                              ,51,0, -   , -   , -   
Florida,54,Finanzas y Seguros                       ,52,2, * , * , * 
Florida,54,"Bienes Raíces, Renta o Arrendamiento     ",53,1, * , * , * 
Florida,54,Servicios Profesionales y Técnicos       ,54,2, * , * , * 
Florida,54,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Florida,54,Servicios Adm. y Desperdicios Sólidos    ,56,0, -   , -   , -   
Florida,54,Servicios Educativos                     ,61,2, 229 ," 1,422,574 "," 6,212 "
Florida,54,Servicios de Salud y Asistencia Social   ,62,7, 85 ," 462,609 "," 5,442 "
Florida,54,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Florida,54,Alojamiento y Servicios de Alimentos     ,72,3, 14 ," 25,140 "," 1,796 "
Florida,54,Otros Servicios Excepto Adm. Pública     ,81,0, -   , -   , -   
Florida,54,Administración Pública                   ,92,8, 303 ," 1,310,093 "," 4,329 "
Florida,54,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Guánica,55,Total Municipio Tercer Trimestre 2021 ,,109," 2,534 "," 11,426,292 "," 4,510 "
Guánica,55,"Agricultura, Bosque, Pesca y Caza        ",11,10, 153 ," 381,371 "," 2,498 "
Guánica,55,Mineria                                  ,21,0, -   , -   , -   
Guánica,55,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Guánica,55,Construcción                             ,23,4, * , * , * 
Guánica,55,Manufactura                              ,31-33,6, * , * , * 
Guánica,55,Alimentos                                ,311,4, 20 ," 44,486 "," 2,224 "
Guánica,55,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Guánica,55,Textiles                                 ,313,0, -   , -   , -   
Guánica,55,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Guánica,55,Ropa                                     ,315,1, * , * , * 
Guánica,55,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Guánica,55,Productos de Madera                      ,321,0, -   , -   , -   
Guánica,55,Papel                                    ,322,0, -   , -   , -   
Guánica,55,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Guánica,55,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Guánica,55,Productos Químicos                       ,325,0, -   , -   , -   
Guánica,55,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Guánica,55,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Guánica,55,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Guánica,55,Productos de Metal                       ,332,0, -   , -   , -   
Guánica,55,Maquinaria                               ,333,0, -   , -   , -   
Guánica,55,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Guánica,55,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Guánica,55,Equipo de Transportación                 ,336,0, -   , -   , -   
Guánica,55,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Guánica,55,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Guánica,55,Comercio al por Mayor                    ,42,4, 25 ," 107,180 "," 4,231 "
Guánica,55,Comercio al Detal                        ,44-45,21, 200 ," 764,714 "," 3,817 "
Guánica,55,Transportación y Almacenamiento           ,48-49,5, 20 ," 210,485 "," 10,524 "
Guánica,55,Información                              ,51,0, -   , -   , -   
Guánica,55,Finanzas y Seguros                       ,52,1, * , * , * 
Guánica,55,"Bienes Raíces, Renta o Arrendamiento     ",53,3, 13 ," 38,906 "," 2,993 "
Guánica,55,Servicios Profesionales y Técnicos       ,54,4, 30 ," 257,815 "," 8,499 "
Guánica,55,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Guánica,55,Servicios Adm. y Desperdicios Sólidos    ,56,2, * , * , * 
Guánica,55,Servicios Educativos                     ,61,1, 228 ," 1,509,162 "," 6,609 "
Guánica,55,Servicios de Salud y Asistencia Social   ,62,17, 141 ," 901,954 "," 6,382 "
Guánica,55,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Guánica,55,Alojamiento y Servicios de Alimentos     ,72,13, 312 ," 1,552,140 "," 4,975 "
Guánica,55,Otros Servicios Excepto Adm. Pública     ,81,6, 10 ," 49,931 "," 4,993 "
Guánica,55,Administración Pública                   ,92,10, 309 ," 1,610,669 "," 5,218 "
Guánica,55,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Guayama,57,Total Municipio Tercer Trimestre 2021 ,,467," 10,090 "," 68,064,134 "," 6,746 "
Guayama,57,"Agricultura, Bosque, Pesca y Caza        ",11,6, 12 ," 42,874 "," 3,476 "
Guayama,57,Mineria                                  ,21,0, -   , -   , -   
Guayama,57,"Electricidad, Agua y Gas                 ",22,5, 323 ," 4,218,382 "," 13,047 "
Guayama,57,Construcción                             ,23,23, 163 ," 671,028 "," 4,108 "
Guayama,57,Manufactura                              ,31-33,14," 1,115 "," 15,799,750 "," 14,170 "
Guayama,57,Alimentos                                ,311,4, 75 ," 334,733 "," 4,483 "
